41.72.224.0,41.72.255.255,8192,11/12/09,
41.158.0.0,41.159.255.255,131072,24/06/08,
41.211.128.0,41.211.191.255,16384,02/12/06,
197.231.64.0,197.231.127.255,16384,25/03/13,
197.242.0.0,197.242.31.255,8192,18/05/12,
217.77.64.0,217.77.79.255,4096,01/12/00,

